ID,Uniqueid,Lat,Long,School,Address,City,Zip,Phone,Grades,BoundaryGrades,GradesLong,Type,Typenum,Classification,Boundary,Marker,Polygon,ProgramType,Rating,Count,Growth,Attainment,Culture,Mobility,Dress,ADA,Reading,Math,ACT,Graduation,College
609987,375,41.815788,-87.633664,HENDRICKS,4316 S Princeton Ave,"Chicago, IL",60609,1(773)535-1696,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.629679,41.830976,0.0 -87.629679,41.830976,0.0 -87.629835,41.830973,0.0 -87.636403,41.830887,0.0 -87.636402,41.830796,0.0 -87.637585,41.83078,0.0 -87.637502,41.827315,0.0 -87.636404,41.82733,0.0 -87.6364,41.827149,0.0 -87.636849,41.827143,0.0 -87.636841,41.8268,0.0 -87.636392,41.826806,0.0 -87.636391,41.826762,0.0 -87.63684,41.826756,0.0 -87.636831,41.826413,0.0 -87.636383,41.826419,0.0 -87.636379,41.826238,0.0 -87.636827,41.826232,0.0 -87.636819,41.825889,0.0 -87.636371,41.825895,0.0 -87.63637,41.825851,0.0 -87.636818,41.825845,0.0 -87.63681,41.825502,0.0 -87.636362,41.825508,0.0 -87.636358,41.825327,0.0 -87.636805,41.825321,0.0 -87.636797,41.824977,0.0 -87.63635,41.824983,0.0 -87.636349,41.824939,0.0 -87.636796,41.824933,0.0 -87.636788,41.824589,0.0 -87.636341,41.824595,0.0 -87.636336,41.824414,0.0 -87.636784,41.824408,0.0 -87.636776,41.824065,0.0 -87.636328,41.824071,0.0 -87.636327,41.824027,0.0 -87.636726,41.824022,0.0 -87.636718,41.823679,0.0 -87.636319,41.823684,0.0 -87.636201,41.819061,0.0 -87.645807,41.81897,0.0 -87.645934,41.823467,0.0 -87.655986,41.823324,0.0 -87.655935,41.823209,0.0 -87.655503,41.823221,0.0 -87.655527,41.821863,0.0 -87.655789,41.821248,0.0 -87.655876,41.820106,0.0 -87.655833,41.819794,0.0 -87.655499,41.818966,0.0 -87.655406,41.818574,0.0 -87.655251,41.812378,0.0 -87.64564,41.812501,0.0 -87.645698,41.814824,0.0 -87.64328,41.814861,0.0 -87.643268,41.814403,0.0 -87.637488,41.814502,0.0 -87.637522,41.81633,0.0 -87.634724,41.816373,0.0 -87.634698,41.81547,0.0 -87.63118,41.815517,0.0 -87.6312,41.816426,0.0 -87.629446,41.816453,0.0 -87.629568,41.821788,0.0 -87.629444,41.82179,0.0 -87.629679,41.830976,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,240,Below Average,Below Average,Organized,43.2,Yes,Fully Accessible,8th,15th,,,
609988,376,41.958989,-87.715632,HENRY,4250 N Saint Louis Ave,"Chicago, IL",60618,1(773)534-5060,_PK-6,_K-6,"_PK, K, 1, 2, 3, 4, 5, 6",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.709422,41.959473,0.0 -87.709478,41.961183,0.0 -87.708254,41.961195,0.0 -87.708361,41.964707,0.0 -87.71081,41.964688,0.0 -87.710757,41.962993,0.0 -87.716871,41.962916,0.0 -87.716815,41.961091,0.0 -87.719263,41.961062,0.0 -87.719208,41.959243,0.0 -87.720433,41.959227,0.0 -87.720378,41.957404,0.0 -87.721601,41.957388,0.0 -87.721546,41.955568,0.0 -87.712976,41.955704,0.0 -87.712911,41.953865,0.0 -87.710471,41.9539,0.0 -87.710642,41.959353,0.0 -87.709419,41.959361,0.0 -87.709422,41.959473,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2+,639,Below Average,Average,Organized,16.8,Yes,No/Unknown Accessibility,49th,67th,,,
609990,377,41.866875,-87.628615,SOUTH LOOP,1212 S Plymouth Ct,"Chicago, IL",60605,1(773)534-8690,_K-8,_K-8,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School/Regional Gifted Center,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.626348,41.886804,0.0 -87.635151,41.8868,0.0 -87.635398,41.886725,0.0 -87.636676,41.885902,0.0 -87.636796,41.885734,0.0 -87.637739,41.88573,0.0 -87.638188,41.882776,0.0 -87.638284,41.880378,0.0 -87.638102,41.879081,0.0 -87.637776,41.878118,0.0 -87.637665,41.877316,0.0 -87.637336,41.876478,0.0 -87.637072,41.876041,0.0 -87.636649,41.87557,0.0 -87.636572,41.875496,0.0 -87.636299,41.875209,0.0 -87.636071,41.874681,0.0 -87.635763,41.873471,0.0 -87.635076,41.869947,0.0 -87.634692,41.866754,0.0 -87.634514,41.859392,0.0 -87.63457,41.859223,0.0 -87.634789,41.858919,0.0 -87.635099,41.858207,0.0 -87.635164,41.85773,0.0 -87.631074,41.857769,0.0 -87.619897,41.857942,0.0 -87.617552,41.857736,0.0 -87.615846,41.858188,0.0 -87.614934,41.858237,0.0 -87.614554,41.858403,0.0 -87.612698,41.858394,0.0 -87.612545,41.858502,0.0 -87.612271,41.858515,0.0 -87.612193,41.858592,0.0 -87.612207,41.859273,0.0 -87.612448,41.859996,0.0 -87.612321,41.86016,0.0 -87.612189,41.860183,0.0 -87.612156,41.860353,0.0 -87.612399,41.860362,0.0 -87.612396,41.860463,0.0 -87.612211,41.860469,0.0 -87.612209,41.860592,0.0 -87.612365,41.860647,0.0 -87.612442,41.860772,0.0 -87.612521,41.860771,0.0 -87.612567,41.861381,0.0 -87.612654,41.86138,0.0 -87.612959,41.861808,0.0 -87.6134,41.862741,0.0 -87.613456,41.863287,0.0 -87.613292,41.864036,0.0 -87.612853,41.865088,0.0 -87.612747,41.865296,0.0 -87.612656,41.865287,0.0 -87.612675,41.865851,0.0 -87.610486,41.865873,0.0 -87.610453,41.865327,0.0 -87.610377,41.86533,0.0 -87.609961,41.864642,0.0 -87.609746,41.864099,0.0 -87.609611,41.863413,0.0 -87.609656,41.863411,0.0 -87.609634,41.863297,0.0 -87.60968,41.863254,0.0 -87.609782,41.862495,0.0 -87.609903,41.862117,0.0 -87.61029,41.861406,0.0 -87.610367,41.861404,0.0 -87.610354,41.860856,0.0 -87.610431,41.860857,0.0 -87.610536,41.860695,0.0 -87.610681,41.860659,0.0 -87.610674,41.860214,0.0 -87.610467,41.860138,0.0 -87.610368,41.859872,0.0 -87.610482,41.859289,0.0 -87.610399,41.859172,0.0 -87.610014,41.85889,0.0 -87.609891,41.858651,0.0 -87.61,41.85809,0.0 -87.60993,41.857664,0.0 -87.609776,41.857385,0.0 -87.609413,41.857013,0.0 -87.609341,41.856825,0.0 -87.60992,41.854045,0.0 -87.609903,41.853778,0.0 -87.609781,41.853567,0.0 -87.609594,41.853401,0.0 -87.609322,41.853264,0.0 -87.60901,41.853189,0.0 -87.608399,41.853203,0.0 -87.606516,41.853366,0.0 -87.606519,41.853423,0.0 -87.606602,41.853419,0.0 -87.607078,41.859966,0.0 -87.606843,41.860065,0.0 -87.60597,41.860088,0.0 -87.606027,41.862013,0.0 -87.606091,41.862082,0.0 -87.606419,41.862077,0.0 -87.606537,41.862212,0.0 -87.60663,41.862173,0.0 -87.606743,41.862195,0.0 -87.606812,41.86232,0.0 -87.606961,41.862382,0.0 -87.607197,41.862825,0.0 -87.60747,41.863594,0.0 -87.607585,41.864282,0.0 -87.607516,41.864565,0.0 -87.607363,41.86482,0.0 -87.607098,41.865067,0.0 -87.606876,41.865189,0.0 -87.60668,41.86524,0.0 -87.606591,41.86522,0.0 -87.606319,41.864974,0.0 -87.606298,41.864793,0.0 -87.606051,41.864801,0.0 -87.606057,41.865689,0.0 -87.6058,41.865901,0.0 -87.605663,41.866125,0.0 -87.605614,41.86637,0.0 -87.605659,41.866615,0.0 -87.605841,41.866892,0.0 -87.606072,41.867068,0.0 -87.606438,41.86721,0.0 -87.606765,41.86725,0.0 -87.607324,41.867152,0.0 -87.607754,41.866866,0.0 -87.612694,41.866761,0.0 -87.612695,41.866977,0.0 -87.61243,41.867274,0.0 -87.612339,41.867641,0.0 -87.61247,41.868026,0.0 -87.612779,41.868316,0.0 -87.61322,41.868485,0.0 -87.613811,41.868515,0.0 -87.614319,41.868475,0.0 -87.614746,41.868332,0.0 -87.615358,41.868312,0.0 -87.615711,41.868658,0.0 -87.616218,41.868907,0.0 -87.616239,41.871722,0.0 -87.616287,41.871975,0.0 -87.616206,41.871978,0.0 -87.616251,41.873956,0.0 -87.616189,41.875676,0.0 -87.616247,41.877029,0.0 -87.616341,41.877834,0.0 -87.616378,41.879788,0.0 -87.616464,41.879785,0.0 -87.616483,41.880565,0.0 -87.615728,41.880575,0.0 -87.615743,41.880989,0.0 -87.617016,41.880996,0.0 -87.617259,41.880928,0.0 -87.624341,41.880835,0.0 -87.624542,41.886788,0.0 -87.626348,41.886804,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Selective_Enrollment_RGC||,Level 1+,861,Far Above Average,Far Above Average,Organized,8.8,Yes,Generally Accessible,99th,98th,,,
609991,378,41.862081,-87.718994,HERZL,3711 W Douglas Blvd,"Chicago, IL",60623,1(773)534-1480,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.715318,41.862685,0.0 -87.715495,41.86859,0.0 -87.725275,41.868477,0.0 -87.725176,41.86618,0.0 -87.725867,41.86617,0.0 -87.725172,41.866152,0.0 -87.725066,41.862531,0.0 -87.720342,41.862586,0.0 -87.720326,41.862207,0.0 -87.720276,41.862153,0.0 -87.720178,41.862125,0.0 -87.720142,41.860757,0.0 -87.718923,41.86077,0.0 -87.718887,41.858939,0.0 -87.716432,41.858967,0.0 -87.716483,41.860796,0.0 -87.715267,41.860811,0.0 -87.71531,41.862406,0.0 -87.715318,41.862685,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,619,Below Average,Below Average,Partially Organized,38.3,Yes,Fully Accessible,5th,18th,,,
609993,379,41.80977,-87.672182,LARA,4619 S Wolcott Ave,"Chicago, IL",60609,1(773)535-4389,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.680401,41.820577,0.0 -87.68148,41.820839,0.0 -87.682512,41.821218,0.0 -87.682519,41.821496,0.0 -87.683018,41.821693,0.0 -87.683032,41.821846,0.0 -87.683485,41.822204,0.0 -87.683803,41.822609,0.0 -87.684084,41.822606,0.0 -87.684047,41.82125,0.0 -87.683591,41.820594,0.0 -87.683535,41.820594,0.0 -87.682274,41.818777,0.0 -87.682272,41.818689,0.0 -87.681108,41.816997,0.0 -87.68071,41.816266,0.0 -87.680296,41.815264,0.0 -87.680211,41.812116,0.0 -87.679963,41.81212,0.0 -87.679866,41.808565,0.0 -87.679745,41.808567,0.0 -87.679742,41.808465,0.0 -87.669833,41.808565,0.0 -87.670022,41.815838,0.0 -87.665154,41.815879,0.0 -87.665247,41.819991,0.0 -87.66544,41.819967,0.0 -87.665452,41.820419,0.0 -87.667451,41.820388,0.0 -87.667465,41.820969,0.0 -87.66785,41.821011,0.0 -87.670441,41.820968,0.0 -87.671244,41.82108,0.0 -87.671942,41.821089,0.0 -87.678625,41.820404,0.0 -87.679466,41.820447,0.0 -87.680401,41.820577,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,479,Below Average,Below Average,Organized,20.8,Yes,Generally Accessible,28th,29th,,,
609994,380,41.970335,-87.710362,HIBBARD,3244 W Ainslie St,"Chicago, IL",60625,1(773)534-5191,_PK-6,_K-6,"_PK, K, 1, 2, 3, 4, 5, 6",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.708661,41.974803,0.0 -87.708687,41.975756,0.0 -87.715994,41.975672,0.0 -87.715814,41.968384,0.0 -87.713369,41.968409,0.0 -87.713327,41.967013,0.0 -87.71328,41.965549,0.0 -87.710838,41.965572,0.0 -87.71081,41.964688,0.0 -87.708361,41.964707,0.0 -87.705917,41.964726,0.0 -87.705979,41.966656,0.0 -87.703533,41.966674,0.0 -87.703611,41.968502,0.0 -87.701082,41.968523,0.0 -87.701445,41.96895,0.0 -87.701551,41.969205,0.0 -87.701889,41.969553,0.0 -87.702027,41.969632,0.0 -87.70257,41.97024,0.0 -87.703225,41.971249,0.0 -87.703575,41.971961,0.0 -87.703831,41.973061,0.0 -87.704043,41.973559,0.0 -87.704786,41.973963,0.0 -87.707797,41.974676,0.0 -87.708657,41.974689,0.0 -87.708661,41.974803,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||Early_Childhood_Program||,Level 2+,1107,Average,Average,Partially Organized,11.8,No,Fully Accessible,44th,46th,,,
609995,381,41.983672,-87.779123,HITCH,5625 N McVicker Ave,"Chicago, IL",60646,1(773)534-1189,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.771738,41.99025,0.0 -87.771491,41.990847,0.0 -87.771409,41.990908,0.0 -87.770951,41.991037,0.0 -87.770853,41.991201,0.0 -87.770888,41.991364,0.0 -87.770986,41.991459,0.0 -87.771178,41.991524,0.0 -87.771827,41.991551,0.0 -87.772519,41.991669,0.0 -87.772905,41.991797,0.0 -87.7735,41.992484,0.0 -87.773689,41.99302,0.0 -87.773717,41.993311,0.0 -87.77367,41.993489,0.0 -87.773499,41.993645,0.0 -87.77273,41.993852,0.0 -87.772189,41.994114,0.0 -87.771681,41.994537,0.0 -87.77146,41.994791,0.0 -87.771201,41.995295,0.0 -87.771155,41.995614,0.0 -87.77126,41.996126,0.0 -87.771509,41.996474,0.0 -87.771891,41.99669,0.0 -87.772457,41.99689,0.0 -87.773501,41.997063,0.0 -87.774077,41.997062,0.0 -87.774385,41.997015,0.0 -87.775327,41.99673,0.0 -87.775873,41.996671,0.0 -87.776052,41.996741,0.0 -87.776559,41.997208,0.0 -87.776716,41.997257,0.0 -87.776921,41.997228,0.0 -87.777144,41.997036,0.0 -87.777312,41.996994,0.0 -87.778013,41.997131,0.0 -87.778337,41.997136,0.0 -87.778524,41.997058,0.0 -87.778758,41.996832,0.0 -87.778886,41.996773,0.0 -87.779495,41.996723,0.0 -87.779629,41.996741,0.0 -87.779909,41.99696,0.0 -87.780028,41.997421,0.0 -87.782858,41.997408,0.0 -87.782875,41.995651,0.0 -87.782738,41.995637,0.0 -87.780354,41.994529,0.0 -87.780358,41.991953,0.0 -87.781145,41.991648,0.0 -87.782856,41.992542,0.0 -87.782751,41.991895,0.0 -87.782786,41.988443,0.0 -87.787638,41.988416,0.0 -87.787683,41.985955,0.0 -87.787746,41.982625,0.0 -87.78788,41.975661,0.0 -87.785902,41.975664,0.0 -87.781846,41.974345,0.0 -87.778452,41.973239,0.0 -87.77703,41.972856,0.0 -87.77697,41.975679,0.0 -87.769324,41.975689,0.0 -87.770077,41.976111,0.0 -87.770059,41.977251,0.0 -87.771261,41.977915,0.0 -87.773033,41.979864,0.0 -87.773245,41.980002,0.0 -87.773125,41.986568,0.0 -87.772003,41.989129,0.0 -87.773426,41.989873,0.0 -87.772999,41.990204,0.0 -87.771738,41.99025,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1+,586,Above Average,Far Above Average,Well Organized,11.6,Yes,Generally Accessible,90th,88th,,,
609996,382,41.838027,-87.653792,HOLDEN,1104 W 31st St,"Chicago, IL",60608,1(773)535-7200,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.646246,41.836471,0.0 -87.646375,41.841665,0.0 -87.64648,41.841632,0.0 -87.649226,41.841606,0.0 -87.649728,41.841347,0.0 -87.649812,41.841383,0.0 -87.652365,41.84437,0.0 -87.6506,41.84523,0.0 -87.651825,41.846611,0.0 -87.651935,41.846616,0.0 -87.652458,41.846377,0.0 -87.652629,41.846343,0.0 -87.65278,41.846403,0.0 -87.65311,41.846774,0.0 -87.653247,41.846807,0.0 -87.653694,41.846613,0.0 -87.653774,41.846713,0.0 -87.654059,41.846801,0.0 -87.656658,41.846527,0.0 -87.657037,41.846365,0.0 -87.660139,41.844666,0.0 -87.660304,41.844862,0.0 -87.660779,41.845847,0.0 -87.661644,41.845354,0.0 -87.663456,41.844511,0.0 -87.663783,41.844299,0.0 -87.663925,41.844008,0.0 -87.664315,41.842809,0.0 -87.664975,41.841627,0.0 -87.664849,41.841251,0.0 -87.664548,41.840668,0.0 -87.664568,41.839844,0.0 -87.664543,41.839563,0.0 -87.664274,41.839041,0.0 -87.664046,41.838701,0.0 -87.663022,41.839215,0.0 -87.661916,41.837904,0.0 -87.661757,41.837845,0.0 -87.660856,41.837856,0.0 -87.660811,41.836947,0.0 -87.658418,41.836982,0.0 -87.658393,41.836074,0.0 -87.651105,41.836171,0.0 -87.651111,41.836402,0.0 -87.646246,41.836471,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 1+,502,Far Above Average,Above Average,Well Organized,14.2,Yes,No/Unknown Accessibility,58th,81st,,,
609997,383,41.793788,-87.649795,HOLMES,955 W Garfield Blvd,"Chicago, IL",60621,1(773)535-9025,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.645208,41.79605,0.0 -87.65007,41.795984,0.0 -87.650071,41.796063,0.0 -87.654917,41.795998,0.0 -87.654873,41.793934,0.0 -87.65487,41.79381,0.0 -87.654788,41.790623,0.0 -87.654786,41.790531,0.0 -87.652359,41.790569,0.0 -87.652311,41.788749,0.0 -87.645022,41.788854,0.0 -87.645208,41.79605,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,243,Below Average,Far Below Average,Moderately Organized,63.4,Yes,Generally Accessible,1st,4th,,,
610000,384,41.893612,-87.759398,HOWE,720 N Lorel Ave,"Chicago, IL",60644,1(773)534-6060,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.753162,41.894964,0.0 -87.753203,41.89678,0.0 -87.754427,41.896769,0.0 -87.755651,41.896761,0.0 -87.755605,41.894944,0.0 -87.758057,41.894918,0.0 -87.758104,41.896746,0.0 -87.76071,41.896723,0.0 -87.760649,41.894898,0.0 -87.763574,41.894875,0.0 -87.763496,41.892946,0.0 -87.763283,41.88732,0.0 -87.763281,41.887262,0.0 -87.7577,41.887341,0.0 -87.756539,41.887271,0.0 -87.755324,41.887209,0.0 -87.755343,41.887817,0.0 -87.752901,41.88785,0.0 -87.753162,41.894964,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,522,Above Average,Below Average,Not Yet Organized,27.8,Yes,Generally Accessible,16th,36th,,,
610002,385,41.733338,-87.568228,HOYNE,8905 S Crandon Ave,"Chicago, IL",60617,1(773)535-6425,_K-8,_K-6,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.563604,41.735695,0.0 -87.565706,41.737206,0.0 -87.573308,41.737099,0.0 -87.573115,41.729802,0.0 -87.572775,41.729806,0.0 -87.569463,41.729851,0.0 -87.56461,41.729915,0.0 -87.564687,41.733551,0.0 -87.56276,41.735088,0.0 -87.563604,41.735695,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||,Level 1+,258,Above Average,Average,Organized,12.5,Yes,No/Unknown Accessibility,67th,62nd,,,
610002,386,41.733338,-87.568228,HOYNE,8905 S Crandon Ave,"Chicago, IL",60617,1(773)535-6425,_K-8,_K-3,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.560747,41.723483,0.0 -87.561001,41.731545,0.0 -87.561363,41.731813,0.0 -87.559867,41.733003,0.0 -87.56276,41.735088,0.0 -87.564687,41.733551,0.0 -87.56461,41.729915,0.0 -87.569463,41.729851,0.0 -87.569307,41.724384,0.0 -87.569327,41.723156,0.0 -87.560743,41.723263,0.0 -87.560747,41.723483,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||,Level 1+,258,Above Average,Average,Organized,12.5,Yes,No/Unknown Accessibility,67th,62nd,,,
610003,387,41.742452,-87.653633,CUFFE,8324 S Racine Ave,"Chicago, IL",60620,1(773)535-8250,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.653397,41.737762,0.0 -87.653447,41.739585,0.0 -87.651017,41.739618,0.0 -87.651166,41.745076,0.0 -87.659664,41.744956,0.0 -87.65962,41.743132,0.0 -87.663257,41.743085,0.0 -87.663071,41.735798,0.0 -87.658211,41.735869,0.0 -87.658257,41.737691,0.0 -87.653397,41.737762,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||Early_Childhood_Program||,Level 1,423,Above Average,Average,Well Organized,17.6,Yes,Fully Accessible,47th,34th,,,
610004,388,41.700335,-87.611244,CULLEN,10650 S Eberhart Ave,"Chicago, IL",60628,1(773)535-5375,_K-8,_K-8,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.60746,41.705586,0.0 -87.611283,41.705534,0.0 -87.611233,41.703707,0.0 -87.618549,41.7036,0.0 -87.618547,41.703544,0.0 -87.618404,41.698126,0.0 -87.617174,41.698147,0.0 -87.617122,41.696327,0.0 -87.618349,41.696302,0.0 -87.618267,41.692659,0.0 -87.610374,41.692773,0.0 -87.609541,41.696444,0.0 -87.60746,41.705586,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1+,204,Far Above Average,Above Average,Organized,29.5,Yes,No/Unknown Accessibility,84th,87th,,,
610005,389,41.860518,-87.731777,HUGHES C,4247 W 15th St,"Chicago, IL",60623,1(773)534-1762,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.729904,41.860634,0.0 -87.725015,41.860703,0.0 -87.725066,41.862531,0.0 -87.725172,41.866152,0.0 -87.725867,41.86617,0.0 -87.73007,41.86611,0.0 -87.739988,41.865967,0.0 -87.739777,41.85866,0.0 -87.737182,41.8587,0.0 -87.737248,41.860528,0.0 -87.734959,41.860565,0.0 -87.732355,41.860601,0.0 -87.732293,41.858766,0.0 -87.729846,41.858808,0.0 -87.729904,41.860634,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1+,334,Far Above Average,Below Average,Well Organized,36.2,Yes,No/Unknown Accessibility,38th,39th,,,
610006,390,41.766785,-87.719541,HURLEY,3849 W 69th Pl,"Chicago, IL",60629,1(773)535-2068,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.702819,41.764396,0.0 -87.702973,41.771683,0.0 -87.722582,41.771382,0.0 -87.722282,41.761061,0.0 -87.721773,41.760878,0.0 -87.719812,41.759888,0.0 -87.719892,41.762315,0.0 -87.718668,41.762331,0.0 -87.718727,41.764155,0.0 -87.702819,41.764396,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Comprehensive_Gifted||Early_Childhood_Program||,Level 1,868,Above Average,Above Average,Organized,9.9,Yes,No/Unknown Accessibility,46th,72nd,,,
610009,391,41.871255,-87.653366,GALILEO,820 S Carpenter St,"Chicago, IL",60607,1(773)534-7070,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Elementary Magnet,Citywide,blue_circle,,Magnet_Elem_Math_Science||,Level 1+,556,Above Average,Far Above Average,Moderately Organized,2.5,Yes,Generally Accessible,92nd,99th,,,
610010,392,41.939247,-87.67581,JAHN,3149 N Wolcott Ave,"Chicago, IL",60657,1(773)534-5500,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.673944,41.941458,0.0 -87.673968,41.942368,0.0 -87.676011,41.942342,0.0 -87.678434,41.94231,0.0 -87.678361,41.939581,0.0 -87.687917,41.939468,0.0 -87.687895,41.93731,0.0 -87.687998,41.936731,0.0 -87.687993,41.936112,0.0 -87.687679,41.935907,0.0 -87.687034,41.93528,0.0 -87.686831,41.934915,0.0 -87.686608,41.934675,0.0 -87.685973,41.934041,0.0 -87.685805,41.93397,0.0 -87.685499,41.933806,0.0 -87.685263,41.933793,0.0 -87.685064,41.933699,0.0 -87.684274,41.933625,0.0 -87.683486,41.933433,0.0 -87.683064,41.932765,0.0 -87.682847,41.932336,0.0 -87.682846,41.932237,0.0 -87.682847,41.93216,0.0 -87.682154,41.931412,0.0 -87.68081,41.930648,0.0 -87.679846,41.928613,0.0 -87.679711,41.928472,0.0 -87.678106,41.928093,0.0 -87.678285,41.929063,0.0 -87.678329,41.930409,0.0 -87.678137,41.931885,0.0 -87.678141,41.932293,0.0 -87.673565,41.932348,0.0 -87.673671,41.935991,0.0 -87.673358,41.935995,0.0 -87.673446,41.93964,0.0 -87.6739,41.939634,0.0 -87.673944,41.941458,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_World_Language||Early_Childhood_Program||,Level 1,325,Above Average,Average,Organized,9.4,Yes,No/Unknown Accessibility,59th,50th,,,
